LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
3.3,0.900000,0.900000,4.060939333333e-07,3.957645203345e-11,3,4.061475000000e-07;4.060812000000e-07;4.060531000000e-07
3.3,1.000000,1.000000,4.392961000000e-07,4.825957590641e-11,3,4.393457000000e-07;4.393119000000e-07;4.392307000000e-07
3.3,1.100000,1.100000,4.723828666667e-07,4.308296905069e-11,3,4.724426000000e-07;4.723634000000e-07;4.723426000000e-07
3.3,1.200000,1.200000,5.056925000000e-07,4.808873742015e-11,3,5.057500000000e-07;5.056952000000e-07;5.056323000000e-07
3.3,1.300000,1.300000,5.390487333333e-07,4.701250424680e-11,3,5.391045000000e-07;5.390522000000e-07;5.389895000000e-07
3.3,1.400000,1.400000,5.727330000000e-07,4.217558535458e-11,3,5.727871000000e-07;5.727277000000e-07;5.726842000000e-07
3.3,1.500000,1.500000,6.065832666667e-07,4.200891439786e-11,3,6.066348000000e-07;6.065831000000e-07;6.065319000000e-07
3.3,1.600000,1.600000,6.404912000000e-07,5.191846171319e-11,3,6.405447000000e-07;6.405080000000e-07;6.404209000000e-07
3.3,1.700000,1.700000,6.744505333333e-07,3.730329148422e-11,3,6.744559000000e-07;6.744933000000e-07;6.744024000000e-07
3.3,1.800000,1.800000,7.082681000000e-07,7.497639628575e-11,3,7.083704000000e-07;7.082411000000e-07;7.081928000000e-07
3.3,1.900000,1.900000,7.419393000000e-07,8.135666332064e-11,3,7.420427000000e-07;7.419313000000e-07;7.418439000000e-07
3.3,2.000000,2.000000,7.751489000000e-07,9.332366616600e-11,3,7.752683000000e-07;7.751379000000e-07;7.750405000000e-07
3.3,2.100000,2.100000,8.076172000000e-07,7.973460143917e-11,3,8.077203000000e-07;8.076052000000e-07;8.075261000000e-07
3.3,2.200000,2.200000,8.394619000000e-07,6.716804795932e-11,3,8.395477000000e-07;8.394543000000e-07;8.393837000000e-07
3.3,2.300000,2.300000,8.702995666667e-07,8.947969353748e-11,3,8.704131000000e-07;8.702912000000e-07;8.701944000000e-07
3.3,2.400000,2.400000,9.002605666667e-07,9.092247002561e-11,3,9.003678000000e-07;9.002684000000e-07;9.001455000000e-07
3.3,2.500000,2.500000,9.292496666667e-07,7.570932718115e-11,3,9.293436000000e-07;9.292472000000e-07;9.291582000000e-07
3.3,2.600000,2.600000,9.571836666667e-07,8.309931140247e-11,3,9.572824000000e-07;9.571895000000e-07;9.570791000000e-07
3.3,2.700000,2.700000,9.842041000000e-07,9.692185855968e-11,3,9.843234000000e-07;9.842029000000e-07;9.840860000000e-07
3.3,2.800000,2.800000,1.010191333333e-06,9.196496917610e-11,3,1.010307000000e-06;1.010185000000e-06;1.010082000000e-06
3.3,2.900000,2.900000,1.034357666667e-06,5.713337222872e-11,3,1.034394000000e-06;1.034277000000e-06;1.034402000000e-06
3.3,3.000000,3.000000,1.058872666667e-06,1.038021622554e-10,3,1.059003000000e-06;1.058866000000e-06;1.058749000000e-06
3.3,3.100000,3.100000,1.082283666667e-06,1.201591537180e-10,3,1.082419000000e-06;1.082305000000e-06;1.082127000000e-06
3.3,3.200000,3.200000,1.104955000000e-06,1.227436352728e-10,3,1.105090000000e-06;1.104982000000e-06;1.104793000000e-06
3.3,3.300000,3.300000,1.126874666667e-06,1.012104518098e-10,3,1.126984000000e-06;1.126900000000e-06;1.126740000000e-06
3.3,3.400000,3.400000,1.147974000000e-06,1.226567024939e-10,3,1.148132000000e-06;1.147957000000e-06;1.147833000000e-06
3.3,3.500000,3.500000,1.168555000000e-06,1.237497474745e-10,3,1.168676000000e-06;1.168604000000e-06;1.168385000000e-06
3.3,3.600000,3.600000,1.188273000000e-06,1.408142985164e-10,3,1.188434000000e-06;1.188294000000e-06;1.188091000000e-06
3.3,3.700000,3.700000,1.207399333333e-06,1.038759944464e-10,3,1.207538000000e-06;1.207372000000e-06;1.207288000000e-06
3.3,3.800000,3.800000,1.225950333333e-06,1.014604465899e-10,3,1.226079000000e-06;1.225941000000e-06;1.225831000000e-06
3.3,3.900000,3.900000,1.243683666667e-06,1.355908879272e-10,3,1.243847000000e-06;1.243689000000e-06;1.243515000000e-06
3.3,4.000000,4.000000,1.260855000000e-06,1.559038165024e-10,3,1.261038000000e-06;1.260870000000e-06;1.260657000000e-06
3.3,4.100000,4.100000,1.277352000000e-06,1.192168891838e-10,3,1.277497000000e-06;1.277354000000e-06;1.277205000000e-06
3.3,4.200000,4.200000,1.293291000000e-06,1.211390385741e-10,3,1.293445000000e-06;1.293279000000e-06;1.293149000000e-06
3.3,4.300000,4.300000,1.308740333333e-06,1.329293881060e-10,3,1.308893000000e-06;1.308759000000e-06;1.308569000000e-06
3.3,4.400000,4.400000,1.323618666667e-06,1.456395855834e-10,3,1.323786000000e-06;1.323639000000e-06;1.323431000000e-06
3.3,4.500000,4.500000,1.337987333333e-06,1.430066043541e-10,3,1.338147000000e-06;1.338015000000e-06;1.337800000000e-06
3.3,4.600000,4.600000,1.351992000000e-06,1.346501640053e-10,3,1.352146000000e-06;1.352012000000e-06;1.351818000000e-06
3.3,4.700000,4.700000,1.365590333333e-06,1.333124983721e-10,3,1.365762000000e-06;1.365572000000e-06;1.365437000000e-06
3.3,4.800000,4.800000,1.378838000000e-06,1.323026832683e-10,3,1.379002000000e-06;1.378834000000e-06;1.378678000000e-06
3.3,4.900000,4.900000,1.391681666667e-06,1.588591269717e-10,3,1.391879000000e-06;1.391676000000e-06;1.391490000000e-06
3.3,5.000000,5.000000,1.404339000000e-06,1.422978097747e-10,3,1.404522000000e-06;1.404320000000e-06;1.404175000000e-06
3.4,-2.000000,-2.000000,-2.854888333333e-08,9.806651937446e-12,3,-2.855221000000e-08;-2.853556000000e-08;-2.855888000000e-08
