LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
0.0,-2.000000,-2.000000,-3.610168000000e-10,2.129885330450e-11,3,-3.871165000000e-10;-3.609887000000e-10;-3.349452000000e-10
0.0,-1.900000,-1.900000,-2.827740000000e-10,4.525836252009e-12,3,-2.878731000000e-10;-2.835747000000e-10;-2.768742000000e-10
0.0,-1.800000,-1.800000,-2.550589666667e-10,3.263787605767e-12,3,-2.587112000000e-10;-2.556771000000e-10;-2.507886000000e-10
0.0,-1.700000,-1.700000,-2.282850000000e-10,1.249280180504e-11,3,-2.122291000000e-10;-2.426974000000e-10;-2.299285000000e-10
0.0,-1.600000,-1.600000,-2.063433000000e-10,8.989393004351e-12,3,-1.940239000000e-10;-2.097849000000e-10;-2.152211000000e-10
0.0,-1.500000,-1.500000,-1.903295333333e-10,2.789909822119e-12,3,-1.877027000000e-10;-1.890934000000e-10;-1.941925000000e-10
0.0,-1.400000,-1.400000,-1.730093333333e-10,5.176396837784e-13,3,-1.722789000000e-10;-1.733324000000e-10;-1.734167000000e-10
0.0,-1.300000,-1.300000,-1.738662333333e-10,5.702892761475e-12,3,-1.764509000000e-10;-1.659577000000e-10;-1.791901000000e-10
0.0,-1.200000,-1.200000,-1.459967666667e-10,7.975903660540e-12,3,-1.475840000000e-10;-1.355319000000e-10;-1.548744000000e-10
0.0,-1.100000,-1.100000,-1.343802333333e-10,6.522618717628e-12,3,-1.262616000000e-10;-1.346471000000e-10;-1.422320000000e-10
0.0,-1.000000,-1.000000,-1.146316000000e-10,4.504733739079e-12,3,-1.117241000000e-10;-1.111763000000e-10;-1.209944000000e-10
0.0,-0.990000,-0.990000,-1.216405333333e-10,3.982284812628e-12,3,-1.247868000000e-10;-1.160222000000e-10;-1.241126000000e-10
0.0,-0.980000,-0.980000,-1.238317000000e-10,1.923121017166e-12,3,-1.245340000000e-10;-1.212051000000e-10;-1.257560000000e-10
0.0,-0.970000,-0.970000,-1.227080333333e-10,4.994171587183e-12,3,-1.158536000000e-10;-1.276101000000e-10;-1.246604000000e-10
0.0,-0.960000,-0.960000,-1.206011333333e-10,2.104176021365e-12,3,-1.212894000000e-10;-1.177498000000e-10;-1.227642000000e-10
0.0,-0.950000,-0.950000,-1.134517666667e-10,4.156216433515e-12,3,-1.089430000000e-10;-1.124405000000e-10;-1.189718000000e-10
0.0,-0.940000,-0.940000,-1.169492000000e-10,3.406676833318e-12,3,-1.215844000000e-10;-1.157693000000e-10;-1.134939000000e-10
0.0,-0.930000,-0.930000,-1.225956666667e-10,1.021906794913e-11,3,-1.099965000000e-10;-1.227642000000e-10;-1.350263000000e-10
0.0,-0.920000,-0.920000,-1.241547666667e-10,6.004405790381e-12,3,-1.314446000000e-10;-1.242812000000e-10;-1.167385000000e-10
0.0,-0.910000,-0.910000,-1.151513000000e-10,4.732001640603e-12,3,-1.208680000000e-10;-1.092801000000e-10;-1.153058000000e-10
0.0,-0.900000,-0.900000,-1.078334000000e-10,7.687152530467e-12,3,-1.011054000000e-10;-1.185926000000e-10;-1.038022000000e-10
0.0,-0.890000,-0.890000,-1.102493033333e-10,9.181853965078e-12,3,-1.085216000000e-10;-1.222586000000e-10;-9.996771000000e-11
0.0,-0.880000,-0.880000,-1.110639633333e-10,1.247735791531e-11,3,-1.168649000000e-10;-9.373129000000e-11;-1.225957000000e-10
