LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
12.0,-0.220000,-0.220000,6.826108333333e-10,1.061181398893e-11,3,6.788322000000e-10;6.719221000000e-10;6.970782000000e-10
12.0,-0.210000,-0.210000,7.161247333333e-10,1.338519808155e-11,3,7.010389000000e-10;7.335701000000e-10;7.137652000000e-10
12.0,-0.200000,-0.200000,7.529817333333e-10,9.138123514279e-12,3,7.595694000000e-10;7.593165000000e-10;7.400593000000e-10
12.0,-0.190000,-0.190000,8.019741666667e-10,1.422024460393e-11,3,7.868321000000e-10;7.980839000000e-10;8.210065000000e-10
12.0,-0.180000,-0.180000,8.386625333333e-10,1.590617588597e-11,3,8.294764000000e-10;8.610382000000e-10;8.254730000000e-10
12.0,-0.170000,-0.170000,8.871210333333e-10,1.374063437893e-11,3,8.778510000000e-10;8.769656000000e-10;9.065465000000e-10
12.0,-0.160000,-0.160000,9.338105666667e-10,5.952741426902e-12,3,9.254668000000e-10;9.389514000000e-10;9.370135000000e-10
12.0,-0.150000,-0.150000,9.796849000000e-10,1.022881181793e-11,3,9.936890000000e-10;9.695433000000e-10;9.758224000000e-10
12.0,-0.140000,-0.140000,1.026387666667e-09,1.086959386955e-11,3,1.020404000000e-09;1.041642000000e-09;1.017117000000e-09
12.0,-0.130000,-0.130000,1.080662000000e-09,1.891388433576e-11,3,1.106787000000e-09;1.062628000000e-09;1.072571000000e-09
12.0,-0.120000,-0.120000,1.119695666667e-09,1.644173310681e-11,3,1.110285000000e-09;1.142815000000e-09;1.105987000000e-09
12.0,-0.110000,-0.110000,1.180711666667e-09,5.165687907293e-12,3,1.180403000000e-09;1.187187000000e-09;1.174545000000e-09
12.0,-0.100000,-0.100000,1.245786666667e-09,1.031645809159e-11,3,1.258064000000e-09;1.232822000000e-09;1.246474000000e-09
12.0,-0.090000,-0.090000,1.290467333333e-09,7.176246109368e-12,3,1.282082000000e-09;1.289709000000e-09;1.299611000000e-09
12.0,-0.080000,-0.080000,1.346763666667e-09,9.959063019292e-12,3,1.358056000000e-09;1.333828000000e-09;1.348407000000e-09
12.0,-0.070000,-0.070000,1.404703333333e-09,9.470568174907e-12,3,1.395012000000e-09;1.401543000000e-09;1.417555000000e-09
