LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
0.0,-0.770000,-0.770000,7.936524800000e-11,1.995618631072e-11,5,5.734714000000e-11;9.893136000000e-11;7.601164000000e-11;5.886380000000e-11;1.056723000000e-10
0.0,-0.760000,-0.760000,2.311749600000e-10,8.783381652443e-11,5,3.152363000000e-10;1.102649000000e-10;3.009537000000e-10;1.389568000000e-10;2.904631000000e-10
0.0,-0.750000,-0.750000,3.737071000000e-10,2.794913240571e-11,5,3.275810000000e-10;3.874083000000e-10;3.659632000000e-10;3.747692000000e-10;4.128138000000e-10
0.0,-0.740000,-0.740000,5.100122200000e-10,6.720559711969e-11,5,4.589061000000e-10;5.746850000000e-10;4.304250000000e-10;6.033345000000e-10;4.827105000000e-10
0.0,-0.730000,-0.730000,6.797024800000e-10,2.789334554164e-11,5,6.506485000000e-10;7.012907000000e-10;6.893677000000e-10;7.138460000000e-10;6.433595000000e-10
0.0,-0.720000,-0.720000,8.768462000000e-10,4.707705988326e-11,5,9.186495000000e-10;8.077162000000e-10;9.192394000000e-10;8.329530000000e-10;9.056729000000e-10
0.0,-0.710000,-0.710000,1.056176400000e-09,3.263628300282e-11,5,1.068639000000e-09;1.015216000000e-09;1.102682000000e-09;1.023010000000e-09;1.071335000000e-09
0.0,-0.700000,-0.700000,1.225740200000e-09,5.238831365257e-11,5,1.203124000000e-09;1.292232000000e-09;1.166764000000e-09;1.284270000000e-09;1.182311000000e-09
0.0,-0.690000,-0.690000,1.452738800000e-09,1.781437443639e-11,5,1.465859000000e-09;1.443740000000e-09;1.479846000000e-09;1.429667000000e-09;1.444582000000e-09
0.0,-0.680000,-0.680000,1.666145400000e-09,1.961339679505e-11,5,1.676181000000e-09;1.670578000000e-09;1.691180000000e-09;1.660467000000e-09;1.632321000000e-09
0.0,-0.670000,-0.670000,1.870796400000e-09,8.808582396731e-12,5,1.883891000000e-09;1.870240000000e-09;1.877023000000e-09;1.862235000000e-09;1.860593000000e-09
0.0,-0.660000,-0.660000,2.118465000000e-09,2.635174546781e-11,5,2.105505000000e-09;2.144309000000e-09;2.085114000000e-09;2.154335000000e-09;2.103062000000e-09
0.0,-0.650000,-0.650000,2.389499200000e-09,4.863440465103e-11,5,2.408307000000e-09;2.337610000000e-09;2.433292000000e-09;2.325812000000e-09;2.442475000000e-09
0.0,-0.640000,-0.640000,2.678902800000e-09,2.772581076470e-11,5,2.678203000000e-09;2.646689000000e-09;2.685787000000e-09;2.657138000000e-09;2.726697000000e-09
