LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
3.5,4.100000,4.100000,5.632644666667e-07,1.526805067962e-09,3,5.634658000000e-07;5.650256000000e-07;5.613020000000e-07
3.5,4.200000,4.200000,5.628468000000e-07,1.253246578558e-09,3,5.620476000000e-07;5.646164000000e-07;5.618764000000e-07
3.5,4.300000,4.300000,5.659232000000e-07,3.386581238752e-09,3,5.680103000000e-07;5.686128000000e-07;5.611465000000e-07
3.5,4.400000,4.400000,5.713157666667e-07,1.363495117540e-09,3,5.730273000000e-07;5.712292000000e-07;5.696908000000e-07
3.5,4.500000,4.500000,5.649882333333e-07,1.264117880403e-09,3,5.651096000000e-07;5.633829000000e-07;5.664722000000e-07
3.5,4.600000,4.600000,5.726111333333e-07,2.265762682974e-09,3,5.743345000000e-07;5.740889000000e-07;5.694100000000e-07
3.5,4.700000,4.700000,5.756312000000e-07,5.246751772923e-09,3,5.698137000000e-07;5.825287000000e-07;5.745512000000e-07
3.5,4.800000,4.800000,5.800417333333e-07,2.858355028489e-09,3,5.830638000000e-07;5.762057000000e-07;5.808557000000e-07
3.5,4.900000,4.900000,5.824972333333e-07,3.789869135237e-09,3,5.856475000000e-07;5.846773000000e-07;5.771669000000e-07
3.5,5.000000,5.000000,5.882062333333e-07,3.654691178320e-09,3,5.888141000000e-07;5.834573000000e-07;5.923473000000e-07
3.5,5.100000,5.100000,5.876002666667e-07,2.933040652444e-09,3,5.897518000000e-07;5.895957000000e-07;5.834533000000e-07
3.5,5.200000,5.200000,5.881805000000e-07,4.224762289960e-09,3,5.822100000000e-07;5.909714000000e-07;5.913601000000e-07
3.5,5.300000,5.300000,5.861758000000e-07,3.348798917025e-09,3,5.908310000000e-07;5.830942000000e-07;5.846022000000e-07
3.5,5.400000,5.400000,5.738627333333e-07,5.008553332273e-09,3,5.715249000000e-07;5.808221000000e-07;5.692412000000e-07
3.5,5.500000,5.500000,5.792478000000e-07,3.061684304431e-09,3,5.823287000000e-07;5.803421000000e-07;5.750726000000e-07
3.5,5.600000,5.600000,5.833256333333e-07,1.631734129351e-09,3,5.844205000000e-07;5.845374000000e-07;5.810190000000e-07
3.5,5.700000,5.700000,5.844813000000e-07,2.484085321938e-09,3,5.812275000000e-07;5.872552000000e-07;5.849612000000e-07
3.5,5.800000,5.800000,5.795688333333e-07,2.705074619221e-09,3,5.757620000000e-07;5.817996000000e-07;5.811449000000e-07
3.5,5.900000,5.900000,5.781962000000e-07,1.745500875585e-09,3,5.795256000000e-07;5.757302000000e-07;5.793328000000e-07
3.5,6.000000,6.000000,5.788650000000e-07,6.242151219465e-09,3,5.824681000000e-07;5.700842000000e-07;5.840427000000e-07
3.5,6.100000,6.100000,5.816203333333e-07,3.777270831640e-09,3,5.840703000000e-07;5.845063000000e-07;5.762844000000e-07
3.5,6.200000,6.200000,5.835177666667e-07,2.502196968444e-09,3,5.859483000000e-07;5.800752000000e-07;5.845298000000e-07
3.5,6.300000,6.300000,5.844575666667e-07,3.826919235567e-09,3,5.859177000000e-07;5.882407000000e-07;5.792143000000e-07
3.5,6.400000,6.400000,5.950093666667e-07,3.392130467551e-09,3,5.902140000000e-07;5.972923000000e-07;5.975218000000e-07
3.5,6.500000,6.500000,5.871313000000e-07,5.077676372121e-09,3,5.923297000000e-07;5.802418000000e-07;5.888224000000e-07
3.5,6.600000,6.600000,5.947127333333e-07,1.677356470429e-09,3,5.954674000000e-07;5.923878000000e-07;5.962830000000e-07
3.5,6.700000,6.700000,5.966818333333e-07,4.251215580148e-09,3,5.919408000000e-07;6.022541000000e-07;5.958506000000e-07
3.5,6.800000,6.800000,6.052331333333e-07,1.745645839097e-09,3,6.059134000000e-07;6.069482000000e-07;6.028378000000e-07
3.5,6.900000,6.900000,5.930455666667e-07,4.364706185097e-09,3,5.883814000000e-07;5.988791000000e-07;5.918762000000e-07
3.5,7.000000,7.000000,6.002472000000e-07,1.627276202739e-09,3,6.012652000000e-07;5.979508000000e-07;6.015256000000e-07
3.5,7.100000,7.100000,6.010778333333e-07,3.482216633442e-09,3,6.059810000000e-07;5.990237000000e-07;5.982288000000e-07
3.5,7.200000,7.200000,6.076907666667e-07,1.793721142083e-09,3,6.092034000000e-07;6.086980000000e-07;6.051709000000e-07
3.5,7.300000,7.300000,6.067192000000e-07,3.722836888718e-09,3,6.072182000000e-07;6.110087000000e-07;6.019307000000e-07
3.5,7.400000,7.400000,6.005730666667e-07,2.790014504542e-09,3,5.967437000000e-07;6.016642000000e-07;6.033113000000e-07
3.5,7.500000,7.500000,6.111214000000e-07,3.107953038041e-09,3,6.155165000000e-07;6.088867000000e-07;6.089610000000e-07
3.5,7.600000,7.600000,6.037253333333e-07,1.239438155868e-09,3,6.021596000000e-07;6.051906000000e-07;6.038258000000e-07
3.5,7.700000,7.700000,6.113226000000e-07,1.808654815049e-09,3,6.138122000000e-07;6.095696000000e-07;6.105860000000e-07
3.5,7.800000,7.800000,6.175248000000e-07,3.565188843058e-09,3,6.223482000000e-07;6.163847000000e-07;6.138415000000e-07
3.5,7.900000,7.900000,6.131557333333e-07,7.869884205981e-09,3,6.227929000000e-07;6.131586000000e-07;6.035157000000e-07
3.5,8.000000,8.000000,6.040942333333e-07,1.597362745973e-09,3,6.063007000000e-07;6.025715000000e-07;6.034105000000e-07
3.5,8.100000,8.100000,6.128168333333e-07,5.116217428487e-09,3,6.102374000000e-07;6.082522000000e-07;6.199609000000e-07
3.5,8.200000,8.200000,6.184678333333e-07,4.101371710646e-09,3,6.208097000000e-07;6.127014000000e-07;6.218924000000e-07
3.5,8.300000,8.300000,6.244311000000e-07,7.717406992421e-09,3,6.280810000000e-07;6.315138000000e-07;6.136985000000e-07
3.5,8.400000,8.400000,6.185979000000e-07,3.351413660930e-09,3,6.142492000000e-07;6.224046000000e-07;6.191399000000e-07
3.5,8.500000,8.500000,6.275513333333e-07,7.516857525293e-09,3,6.354905000000e-07;6.174595000000e-07;6.297040000000e-07
3.5,8.600000,8.600000,6.315966333333e-07,2.671511812106e-09,3,6.288648000000e-07;6.307024000000e-07;6.352227000000e-07
3.5,8.700000,8.700000,6.312490666667e-07,4.083762930055e-09,3,6.288247000000e-07;6.279217000000e-07;6.370008000000e-07
3.5,8.800000,8.800000,6.330967666667e-07,3.771998480323e-09,3,6.342528000000e-07;6.280088000000e-07;6.370287000000e-07
3.5,8.900000,8.900000,6.277939666667e-07,8.682170286794e-10,3,6.276451000000e-07;6.289239000000e-07;6.268129000000e-07
3.5,9.000000,9.000000,6.313122666667e-07,1.802875134026e-09,3,6.311151000000e-07;6.292094000000e-07;6.336123000000e-07
3.5,9.100000,9.100000,6.302696000000e-07,4.211373498832e-09,3,6.342542000000e-07;6.244438000000e-07;6.321108000000e-07
3.5,9.200000,9.200000,6.338181000000e-07,1.536986339128e-09,3,6.359707000000e-07;6.324806000000e-07;6.330030000000e-07
3.5,9.300000,9.300000,6.393470333333e-07,6.906735462495e-09,3,6.322804000000e-07;6.370407000000e-07;6.487200000000e-07
3.5,9.400000,9.400000,6.444351666667e-07,1.368304306635e-09,3,6.431189000000e-07;6.463217000000e-07;6.438649000000e-07
3.5,9.500000,9.500000,6.438758666667e-07,4.507086130627e-09,3,6.468242000000e-07;6.472957000000e-07;6.375077000000e-07
3.5,9.600000,9.600000,6.361627000000e-07,8.607690216312e-09,3,6.321202000000e-07;6.481279000000e-07;6.282400000000e-07
3.5,9.700000,9.700000,6.364375666667e-07,3.798010946389e-09,3,6.355852000000e-07;6.414564000000e-07;6.322711000000e-07
3.5,9.800000,9.800000,6.401866000000e-07,3.464281562845e-09,3,6.443418000000e-07;6.403568000000e-07;6.358612000000e-07
3.5,9.900000,9.900000,6.422799000000e-07,6.110507855053e-09,3,6.361520000000e-07;6.400671000000e-07;6.506206000000e-07
3.5,10.000000,10.000000,6.466720666667e-07,4.627050470392e-09,3,6.401589000000e-07;6.493824000000e-07;6.504749000000e-07
3.5,10.100000,10.100000,6.405792333333e-07,1.002278546857e-08,3,6.454687000000e-07;6.496564000000e-07;6.266126000000e-07
3.5,10.200000,10.200000,6.410108333333e-07,2.784905147796e-09,3,6.371012000000e-07;6.425538000000e-07;6.433775000000e-07
3.5,10.300000,10.300000,6.442755666667e-07,4.022802706516e-09,3,6.445517000000e-07;6.392164000000e-07;6.490586000000e-07
3.5,10.400000,10.400000,6.516062333333e-07,7.773491843581e-09,3,6.616878000000e-07;6.503618000000e-07;6.427691000000e-07
3.5,10.500000,10.500000,6.550654666667e-07,1.396653565571e-09,3,6.540878000000e-07;6.540680000000e-07;6.570406000000e-07
3.5,10.600000,10.600000,6.569975333333e-07,6.485721080617e-09,3,6.584741000000e-07;6.640990000000e-07;6.484195000000e-07
3.5,10.700000,10.700000,6.568672333333e-07,5.427261058357e-09,3,6.513723000000e-07;6.549739000000e-07;6.642555000000e-07
3.5,10.800000,10.800000,6.640201333333e-07,6.493940043011e-09,3,6.705038000000e-07;6.551455000000e-07;6.664111000000e-07
3.5,10.900000,10.900000,6.693565000000e-07,6.823212928428e-10,3,6.684937000000e-07;6.701621000000e-07;6.694137000000e-07
3.5,11.000000,11.000000,6.524764000000e-07,2.284534177172e-09,3,6.513759000000e-07;6.556573000000e-07;6.503960000000e-07
3.5,11.100000,11.100000,6.606468333333e-07,3.050230121738e-09,3,6.620429000000e-07;6.564141000000e-07;6.634835000000e-07
3.5,11.200000,11.200000,6.538763000000e-07,3.911869149993e-09,3,6.593759000000e-07;6.506070000000e-07;6.516460000000e-07
3.5,11.300000,11.300000,6.564160666667e-07,4.134848983404e-09,3,6.588626000000e-07;6.505932000000e-07;6.597924000000e-07
3.5,11.400000,11.400000,6.630346000000e-07,7.436029392537e-09,3,6.525533000000e-07;6.675346000000e-07;6.690159000000e-07
3.5,11.500000,11.500000,6.637611666667e-07,3.631491392742e-09,3,6.589751000000e-07;6.677672000000e-07;6.645412000000e-07
3.5,11.600000,11.600000,6.710206333333e-07,3.584507827056e-09,3,6.690673000000e-07;6.679462000000e-07;6.760484000000e-07
3.5,11.700000,11.700000,6.642383333333e-07,4.942540508236e-09,3,6.659566000000e-07;6.575116000000e-07;6.692468000000e-07
3.5,11.800000,11.800000,6.696612666667e-07,9.032960915939e-09,3,6.578169000000e-07;6.714392000000e-07;6.797277000000e-07
3.5,11.900000,11.900000,6.683210000000e-07,5.984655073324e-09,3,6.712168000000e-07;6.737604000000e-07;6.599858000000e-07
3.5,12.000000,12.000000,6.707018000000e-07,1.144876494067e-09,3,6.696954000000e-07;6.723034000000e-07;6.701066000000e-07
3.5,12.100000,12.100000,6.736961666667e-07,9.838815692055e-10,3,6.730971000000e-07;6.750833000000e-07;6.729081000000e-07
3.5,12.200000,12.200000,6.659075000000e-07,1.249820534424e-08,3,6.749177000000e-07;6.482335000000e-07;6.745713000000e-07
3.5,12.300000,12.300000,6.701692333333e-07,8.708222291349e-09,3,6.743973000000e-07;6.780723000000e-07;6.580381000000e-07
3.5,12.400000,12.400000,6.749040000000e-07,5.865228958873e-09,3,6.825854000000e-07;6.737741000000e-07;6.683525000000e-07
3.5,12.500000,12.500000,6.700554666667e-07,7.565355881620e-09,3,6.612563000000e-07;6.691841000000e-07;6.797260000000e-07
3.5,12.600000,12.600000,6.714471000000e-07,4.221535495528e-09,3,6.683412000000e-07;6.685845000000e-07;6.774156000000e-07
3.5,12.700000,12.700000,6.694839666667e-07,6.822105059454e-09,3,6.602464000000e-07;6.716919000000e-07;6.765136000000e-07
3.5,12.800000,12.800000,6.712677333333e-07,5.674856629222e-09,3,6.634713000000e-07;6.735174000000e-07;6.768145000000e-07
3.5,12.900000,12.900000,6.643124666667e-07,1.120267726761e-08,3,6.517929000000e-07;6.789803000000e-07;6.621642000000e-07
3.5,13.000000,13.000000,6.674756000000e-07,8.375816775694e-09,3,6.765739000000e-07;6.563578000000e-07;6.694951000000e-07
3.5,13.100000,13.100000,6.676487333333e-07,7.670756338343e-09,3,6.568052000000e-07;6.733427000000e-07;6.727983000000e-07
3.5,13.200000,13.200000,6.856716666667e-07,5.571315161512e-09,3,6.785085000000e-07;6.864114000000e-07;6.920951000000e-07
3.5,13.300000,13.300000,6.854122666667e-07,8.930315996773e-09,3,6.944879000000e-07;6.732685000000e-07;6.884804000000e-07
3.5,13.400000,13.400000,6.889612666667e-07,3.434791594195e-09,3,6.841797000000e-07;6.920931000000e-07;6.906110000000e-07
3.5,13.500000,13.500000,6.903896666667e-07,2.608561541455e-09,3,6.939298000000e-07;6.877210000000e-07;6.895182000000e-07
3.5,13.600000,13.600000,6.987974000000e-07,1.812126772607e-09,3,6.964734000000e-07;7.008948000000e-07;6.990240000000e-07
3.5,13.700000,13.700000,6.929573333333e-07,1.197086347327e-08,3,7.078586000000e-07;6.924649000000e-07;6.785485000000e-07
3.5,13.800000,13.800000,6.733784333333e-07,9.687051217763e-09,3,6.604546000000e-07;6.759047000000e-07;6.837760000000e-07
3.5,13.900000,13.900000,6.683558666667e-07,1.114020425586e-08,3,6.686328000000e-07;6.818592000000e-07;6.545756000000e-07
3.5,14.000000,14.000000,6.679519666667e-07,1.536778696567e-09,3,6.692489000000e-07;6.657932000000e-07;6.688138000000e-07
3.5,14.100000,14.100000,6.781669000000e-07,4.064642747729e-10,3,6.779264000000e-07;6.787393000000e-07;6.778350000000e-07
3.5,14.200000,14.200000,6.694003666667e-07,4.967842834560e-09,3,6.711576000000e-07;6.626308000000e-07;6.744127000000e-07
3.5,14.300000,14.300000,6.744127333333e-07,6.222836559176e-09,3,6.787513000000e-07;6.788743000000e-07;6.656126000000e-07
3.5,14.400000,14.400000,6.762796333333e-07,4.910097781330e-09,3,6.695543000000e-07;6.811393000000e-07;6.781453000000e-07
3.5,14.500000,14.500000,6.801188666667e-07,2.442826390793e-09,3,6.805861000000e-07;6.769209000000e-07;6.828496000000e-07
3.5,14.600000,14.600000,6.822324000000e-07,4.575320361097e-09,3,6.859280000000e-07;6.849843000000e-07;6.757849000000e-07
3.5,14.700000,14.700000,6.734895000000e-07,3.112283075172e-09,3,6.690926000000e-07;6.755150000000e-07;6.758609000000e-07
3.5,14.800000,14.800000,6.787295666667e-07,4.235949098162e-09,3,6.846150000000e-07;6.748193000000e-07;6.767544000000e-07
3.5,14.900000,14.900000,6.768391666667e-07,6.589355001482e-09,3,6.694578000000e-07;6.854559000000e-07;6.756038000000e-07
3.5,15.000000,15.000000,6.778147333333e-07,1.053496471544e-09,3,6.784479000000e-07;6.786661000000e-07;6.763302000000e-07
3.8,-2.000000,-2.000000,-1.702195333333e-09,3.046496567462e-11,3,-1.689709000000e-09;-1.744149000000e-09;-1.672728000000e-09
3.8,-1.900000,-1.900000,-1.715468333333e-09,2.582648946764e-11,3,-1.720847000000e-09;-1.681493000000e-09;-1.744065000000e-09
3.8,-1.800000,-1.800000,-1.658585333333e-09,3.403792489105e-11,3,-1.660593000000e-09;-1.699233000000e-09;-1.615930000000e-09
3.8,-1.700000,-1.700000,-1.625115000000e-09,3.867483585830e-11,3,-1.676099000000e-09;-1.582474000000e-09;-1.616772000000e-09
3.8,-1.600000,-1.600000,-1.635241666667e-09,4.006422600719e-11,3,-1.641885000000e-09;-1.680650000000e-09;-1.583190000000e-09
3.8,-1.500000,-1.500000,-1.653275666667e-09,1.552187070627e-11,3,-1.657307000000e-09;-1.632573000000e-09;-1.669947000000e-09
3.8,-1.400000,-1.400000,-1.613976333333e-09,3.470258953194e-11,3,-1.586265000000e-09;-1.662910000000e-09;-1.592754000000e-09
3.8,-1.300000,-1.300000,-1.595226333333e-09,2.253426431509e-11,3,-1.607080000000e-09;-1.563681000000e-09;-1.614918000000e-09
3.8,-1.200000,-1.200000,-1.521264000000e-09,3.150867284839e-11,3,-1.480167000000e-09;-1.556728000000e-09;-1.526897000000e-09
3.8,-1.100000,-1.100000,-1.458650000000e-09,1.527424867765e-11,3,-1.474985000000e-09;-1.462723000000e-09;-1.438242000000e-09
3.8,-1.000000,-1.000000,-1.353431800000e-09,3.095040094021e-11,10,-1.377399000000e-09;-1.321063000000e-09;-1.356078000000e-09;-1.386373000000e-09;-1.323970000000e-09;-1.330081000000e-09;-1.397666000000e-09;-1.300838000000e-09;-1.361724000000e-09;-1.379126000000e-09
3.8,-0.990000,-0.990000,-1.327543600000e-09,3.239057612702e-11,10,-1.343690000000e-09;-1.281919000000e-09;-1.357806000000e-09;-1.304124000000e-09;-1.373859000000e-09;-1.341373000000e-09;-1.282382000000e-09;-1.357974000000e-09;-1.292453000000e-09;-1.339856000000e-09
3.8,-0.980000,-0.980000,-1.304301600000e-09,3.224037877941e-11,10,-1.298984000000e-09;-1.288240000000e-09;-1.340277000000e-09;-1.355656000000e-09;-1.272397000000e-09;-1.240878000000e-09;-1.311457000000e-09;-1.307579000000e-09;-1.334926000000e-09;-1.292622000000e-09
3.8,-0.970000,-0.970000,-1.278514300000e-09,1.989496027666e-11,10,-1.291863000000e-09;-1.280487000000e-09;-1.308928000000e-09;-1.263210000000e-09;-1.305178000000e-09;-1.246778000000e-09;-1.281287000000e-09;-1.254109000000e-09;-1.264643000000e-09;-1.288660000000e-09
3.8,-0.960000,-0.960000,-1.256941000000e-09,2.495829840754e-11,10,-1.280528000000e-09;-1.257270000000e-09;-1.289757000000e-09;-1.217831000000e-09;-1.277916000000e-09;-1.219053000000e-09;-1.281329000000e-09;-1.236412000000e-09;-1.245598000000e-09;-1.263716000000e-09
3.8,-0.950000,-0.950000,-1.229438900000e-09,1.980432167205e-11,10,-1.205190000000e-09;-1.244418000000e-09;-1.214966000000e-09;-1.216271000000e-09;-1.220148000000e-09;-1.251749000000e-09;-1.226005000000e-09;-1.256174000000e-09;-1.203125000000e-09;-1.256343000000e-09
3.8,-0.940000,-0.940000,-1.207106900000e-09,1.585312322825e-11,10,-1.194993000000e-09;-1.232999000000e-09;-1.212816000000e-09;-1.222761000000e-09;-1.202324000000e-09;-1.226131000000e-09;-1.201608000000e-09;-1.205780000000e-09;-1.178897000000e-09;-1.192760000000e-09
3.8,-0.930000,-0.930000,-1.174898700000e-09,1.777354409818e-11,10,-1.158714000000e-09;-1.188757000000e-09;-1.175189000000e-09;-1.188799000000e-09;-1.163813000000e-09;-1.170091000000e-09;-1.137268000000e-09;-1.182353000000e-09;-1.179571000000e-09;-1.204432000000e-09
3.8,-0.920000,-0.920000,-1.153910500000e-09,9.675828308212e-12,10,-1.147295000000e-09;-1.171228000000e-09;-1.146874000000e-09;-1.138995000000e-09;-1.152057000000e-09;-1.151214000000e-09;-1.148938000000e-09;-1.151719000000e-09;-1.168279000000e-09;-1.162506000000e-09
3.8,-0.910000,-0.910000,-1.125903100000e-09,1.428068128242e-11,10,-1.143461000000e-09;-1.135371000000e-09;-1.121213000000e-09;-1.136130000000e-09;-1.110468000000e-09;-1.137099000000e-09;-1.094753000000e-09;-1.117547000000e-09;-1.126565000000e-09;-1.136424000000e-09
3.8,-0.900000,-0.900000,-1.085600000000e-09,1.191103572323e-11,10,-1.076676000000e-09;-1.087547000000e-09;-1.082280000000e-09;-1.103305000000e-09;-1.093067000000e-09;-1.088726000000e-09;-1.094836000000e-09;-1.058599000000e-09;-1.093572000000e-09;-1.077392000000e-09
3.8,-0.890000,-0.890000,-1.055136000000e-09,1.240916246972e-11,10,-1.052153000000e-09;-1.078235000000e-09;-1.051478000000e-09;-1.046296000000e-09;-1.054723000000e-09;-1.049920000000e-09;-1.039470000000e-09;-1.046001000000e-09;-1.054512000000e-09;-1.078572000000e-09
3.8,-0.880000,-0.880000,-1.008496020000e-09,1.643770462995e-11,10,-9.868421000000e-10;-1.000790000000e-09;-1.018865000000e-09;-9.977974000000e-10;-1.031549000000e-09;-1.016085000000e-09;-1.038796000000e-09;-9.905079000000e-10;-1.005930000000e-09;-9.977978000000e-10
3.8,-0.870000,-0.870000,-9.599132200000e-10,1.458335683818e-11,10,-9.521223000000e-10;-9.431896000000e-10;-9.642572000000e-10;-9.706621000000e-10;-9.344673000000e-10;-9.684707000000e-10;-9.672916000000e-10;-9.598753000000e-10;-9.880644000000e-10;-9.507317000000e-10
3.8,-0.860000,-0.860000,-9.028574300000e-10,1.230713912183e-11,10,-8.968404000000e-10;-9.066159000000e-10;-9.180768000000e-10;-9.084695000000e-10;-8.794807000000e-10;-8.980626000000e-10;-8.858011000000e-10;-9.193832000000e-10;-9.050568000000e-10;-9.107873000000e-10
3.8,-0.850000,-0.850000,-8.564027400000e-10,1.075006902519e-11,10,-8.571907000000e-10;-8.633422000000e-10;-8.484686000000e-10;-8.512075000000e-10;-8.529348000000e-10;-8.697471000000e-10;-8.708006000000e-10;-8.636377000000e-10;-8.539883000000e-10;-8.327099000000e-10
3.8,-0.840000,-0.840000,-7.964815200000e-10,2.261148430125e-11,10,-7.876669000000e-10;-8.205326000000e-10;-8.041417000000e-10;-8.171619000000e-10;-7.847595000000e-10;-7.959255000000e-10;-7.640285000000e-10;-7.768797000000e-10;-7.738463000000e-10;-8.398726000000e-10
3.8,-0.830000,-0.830000,-7.318747300000e-10,2.013492609339e-11,10,-7.559804000000e-10;-7.452780000000e-10;-7.681156000000e-10;-7.228620000000e-10;-7.268227000000e-10;-7.008250000000e-10;-7.291402000000e-10;-7.232413000000e-10;-7.048279000000e-10;-7.416542000000e-10
3.8,-0.820000,-0.820000,-6.618410000000e-10,1.477887183069e-11,10,-6.615545000000e-10;-6.831702000000e-10;-6.760073000000e-10;-6.498832000000e-10;-6.851083000000e-10;-6.561610000000e-10;-6.537594000000e-10;-6.381691000000e-10;-6.658100000000e-10;-6.487870000000e-10
3.8,-0.810000,-0.810000,-5.840501600000e-10,8.577932513631e-12,10,-5.972976000000e-10;-5.879857000000e-10;-5.788001000000e-10;-5.683082000000e-10;-5.892919000000e-10;-5.861738000000e-10;-5.922414000000e-10;-5.730275000000e-10;-5.886177000000e-10;-5.787577000000e-10
3.8,-0.800000,-0.800000,-5.129165700000e-10,9.148375461255e-12,10,-5.061580000000e-10;-5.012701000000e-10;-5.024920000000e-10;-5.037564000000e-10;-5.157229000000e-10;-5.289956000000e-10;-5.134475000000e-10;-5.132789000000e-10;-5.259197000000e-10;-5.181246000000e-10
3.8,-0.790000,-0.790000,-4.144285000000e-10,1.147934821390e-11,10,-4.191057000000e-10;-4.240354000000e-10;-4.337687000000e-10;-4.113104000000e-10;-4.223922000000e-10;-4.037683000000e-10;-4.052007000000e-10;-3.932763000000e-10;-4.230242000000e-10;-4.084031000000e-10
3.8,-0.780000,-0.780000,-3.216245900000e-10,1.160081839988e-11,10,-3.430084000000e-10;-3.113225000000e-10;-3.163786000000e-10;-3.060554000000e-10;-3.388792000000e-10;-3.177270000000e-10;-3.267862000000e-10;-3.205502000000e-10;-3.261963000000e-10;-3.093421000000e-10
3.8,-0.770000,-0.770000,-2.150928700000e-10,1.195979433001e-11,10,-2.302533000000e-10;-1.970925000000e-10;-2.165170000000e-10;-2.064045000000e-10;-2.306325000000e-10;-2.025280000000e-10;-2.176126000000e-10;-2.047191000000e-10;-2.318966000000e-10;-2.132726000000e-10
3.8,-0.760000,-0.760000,-9.534295000000e-11,1.555726984612e-11,10,-9.340066000000e-11;-7.157632000000e-11;-1.125286000000e-10;-8.910322000000e-11;-1.181743000000e-10;-7.351436000000e-11;-1.096215000000e-10;-8.286764000000e-11;-1.079783000000e-10;-9.466460000000e-11
3.8,-0.750000,-0.750000,3.112044100000e-11,1.231128641161e-11,10,2.359984000000e-11;1.184511000000e-11;4.483443000000e-11;3.152066000000e-11;4.491867000000e-11;2.616989000000e-11;3.232122000000e-11;1.808058000000e-11;5.292382000000e-11;2.499019000000e-11
3.8,-0.740000,-0.740000,1.761556200000e-10,1.175101879539e-11,10,1.918750000000e-10;1.645736000000e-10;1.952034000000e-10;1.568213000000e-10;1.838701000000e-10;1.746009000000e-10;1.680705000000e-10;1.681969000000e-10;1.739690000000e-10;1.843755000000e-10
3.8,-0.730000,-0.730000,3.308473100000e-10,1.334350416671e-11,10,3.411906000000e-10;3.266132000000e-10;3.547993000000e-10;3.143948000000e-10;3.320058000000e-10;3.081591000000e-10;3.364298000000e-10;3.441824000000e-10;3.217679000000e-10;3.289302000000e-10
3.8,-0.720000,-0.720000,4.836558700000e-10,2.437785254033e-11,10,5.031462000000e-10;4.650167000000e-10;5.015873000000e-10;4.709995000000e-10;5.175977000000e-10;4.560424000000e-10;4.830067000000e-10;4.501021000000e-10;5.215158000000e-10;4.675443000000e-10
3.8,-0.710000,-0.710000,6.777875200000e-10,2.862205316104e-11,10,6.425608000000e-10;7.053800000000e-10;6.379683000000e-10;7.111102000000e-10;6.673346000000e-10;7.188620000000e-10;6.745811000000e-10;6.918554000000e-10;6.404963000000e-10;6.877265000000e-10
3.8,-0.700000,-0.700000,8.546279900000e-10,1.665133511575e-11,10,8.313121000000e-10;8.643440000000e-10;8.545267000000e-10;8.693992000000e-10;8.372529000000e-10;8.876005000000e-10;8.470274000000e-10;8.495979000000e-10;8.378424000000e-10;8.673768000000e-10
3.8,-0.690000,-0.690000,1.063139300000e-09,2.702040595568e-11,10,1.043742000000e-09;1.091309000000e-09;1.049725000000e-09;1.113975000000e-09;1.060804000000e-09;1.093079000000e-09;1.064850000000e-09;1.020864000000e-09;1.054359000000e-09;1.038686000000e-09
3.8,-0.680000,-0.680000,1.321585400000e-09,2.752197218660e-11,10,1.269232000000e-09;1.310269000000e-09;1.306562000000e-09;1.333989000000e-09;1.365546000000e-09;1.314735000000e-09;1.361079000000e-09;1.295775000000e-09;1.328764000000e-09;1.329903000000e-09
3.8,-0.670000,-0.670000,1.540701400000e-09,2.009720734431e-11,10,1.519792000000e-09;1.562934000000e-09;1.532263000000e-09;1.565631000000e-09;1.509553000000e-09;1.538372000000e-09;1.528091000000e-09;1.551053000000e-09;1.527164000000e-09;1.572161000000e-09
3.8,-0.660000,-0.660000,1.850375400000e-09,2.926178307007e-11,10,1.817074000000e-09;1.898010000000e-09;1.823226000000e-09;1.895187000000e-09;1.844460000000e-09;1.882547000000e-09;1.824110000000e-09;1.828029000000e-09;1.837382000000e-09;1.853729000000e-09
3.8,-0.650000,-0.650000,2.106465700000e-09,4.041582291145e-11,10,2.129103000000e-09;2.189647000000e-09;2.065400000000e-09;2.130156000000e-09;2.066622000000e-09;2.139931000000e-09;2.058658000000e-09;2.110228000000e-09;2.065947000000e-09;2.108965000000e-09
3.8,-0.640000,-0.640000,2.424942300000e-09,1.534309525520e-11,10,2.398453000000e-09;2.447033000000e-09;2.405997000000e-09;2.431737000000e-09;2.417245000000e-09;2.413285000000e-09;2.425713000000e-09;2.436710000000e-09;2.427903000000e-09;2.445347000000e-09
3.8,-0.630000,-0.630000,2.791055700000e-09,2.624997441542e-11,10,2.832286000000e-09;2.772628000000e-09;2.783498000000e-09;2.783877000000e-09;2.782065000000e-09;2.786867000000e-09;2.772795000000e-09;2.792934000000e-09;2.756659000000e-09;2.846948000000e-09
3.8,-0.620000,-0.620000,3.154887000000e-09,2.355690792952e-11,10,3.132140000000e-09;3.149919000000e-09;3.129319000000e-09;3.168879000000e-09;3.153500000000e-09;3.209031000000e-09;3.137238000000e-09;3.151688000000e-09;3.137659000000e-09;3.179497000000e-09
3.8,-0.610000,-0.610000,3.532317000000e-09,3.897207179507e-11,10,3.515416000000e-09;3.525230000000e-09;3.559019000000e-09;3.483055000000e-09;3.556577000000e-09;3.447288000000e-09;3.568879000000e-09;3.577641000000e-09;3.535553000000e-09;3.554512000000e-09
3.8,-0.600000,-0.600000,3.957547200000e-09,3.520150870005e-11,10,3.977646000000e-09;3.932184000000e-09;3.965259000000e-09;3.966606000000e-09;3.965472000000e-09;4.015393000000e-09;3.985480000000e-09;3.951858000000e-09;3.875936000000e-09;3.939638000000e-09
