LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
0.0,-0.590000,-0.590000,-1.867367000000e-10,1.063977201419e-11,10,-1.962984000000e-10;-1.742167000000e-10;-1.732053000000e-10;-1.687806000000e-10;-2.002175000000e-10;-1.946971000000e-10;-1.852997000000e-10;-1.962563000000e-10;-1.854261000000e-10;-1.929693000000e-10
0.0,-0.580000,-0.580000,-1.900615800000e-10,8.864559397488e-12,10,-1.718990000000e-10;-1.865639000000e-10;-1.823920000000e-10;-1.942757000000e-10;-1.840776000000e-10;-2.057800000000e-10;-1.928007000000e-10;-1.981526000000e-10;-1.930114000000e-10;-1.916629000000e-10
0.0,-0.570000,-0.570000,-1.811741300000e-10,8.653238239416e-12,10,-1.870696000000e-10;-1.698341000000e-10;-1.839933000000e-10;-1.737953000000e-10;-1.776722000000e-10;-1.761973000000e-10;-1.795686000000e-10;-1.728261000000e-10;-1.932222000000e-10;-1.975626000000e-10
0.0,-0.560000,-0.560000,-1.820169200000e-10,6.892253070629e-12,10,-1.740060000000e-10;-1.773351000000e-10;-1.732896000000e-10;-1.747224000000e-10;-1.861003000000e-10;-1.799057000000e-10;-1.842462000000e-10;-1.894716000000e-10;-1.945706000000e-10;-1.865217000000e-10
0.0,-0.550000,-0.550000,-1.831589200000e-10,8.853877233822e-12,10,-1.872381000000e-10;-1.836141000000e-10;-1.885445000000e-10;-1.963826000000e-10;-1.961719000000e-10;-1.854682000000e-10;-1.729103000000e-10;-1.744274000000e-10;-1.704662000000e-10;-1.763659000000e-10
0.0,-0.540000,-0.540000,-1.894968800000e-10,9.064270321190e-12,10,-1.869432000000e-10;-1.875752000000e-10;-1.930114000000e-10;-1.744274000000e-10;-1.808328000000e-10;-1.834455000000e-10;-1.867746000000e-10;-2.070864000000e-10;-1.944863000000e-10;-2.003860000000e-10
0.0,-0.530000,-0.530000,-1.864206100000e-10,5.095254149392e-12,10,-1.858475000000e-10;-1.864375000000e-10;-1.864374000000e-10;-1.884181000000e-10;-1.874067000000e-10;-1.909887000000e-10;-1.794421000000e-10;-1.933485000000e-10;-1.754388000000e-10;-1.904408000000e-10
0.0,-0.520000,-0.520000,-1.851100200000e-10,1.082540480331e-11,10,-1.795264000000e-10;-1.906936000000e-10;-1.865217000000e-10;-2.014395000000e-10;-1.992904000000e-10;-1.949920000000e-10;-1.794000000000e-10;-1.781357000000e-10;-1.748488000000e-10;-1.662521000000e-10
0.0,-0.510000,-0.510000,-1.834117400000e-10,1.008607592627e-11,10,-2.014395000000e-10;-1.930957000000e-10;-1.792314000000e-10;-1.725310000000e-10;-1.812120000000e-10;-1.694969000000e-10;-1.751859000000e-10;-1.775879000000e-10;-1.943177000000e-10;-1.900194000000e-10
0.0,-0.500000,-0.500000,-1.831420400000e-10,1.105278477319e-11,10,-1.695390000000e-10;-1.775458000000e-10;-1.652407000000e-10;-1.985318000000e-10;-1.785571000000e-10;-1.969726000000e-10;-1.844990000000e-10;-1.767030000000e-10;-1.962983000000e-10;-1.875331000000e-10
0.0,-0.490000,-0.490000,-1.828512500000e-10,6.179171985671e-12,10,-1.928849000000e-10;-1.760287000000e-10;-1.745959000000e-10;-1.761130000000e-10;-1.869431000000e-10;-1.816755000000e-10;-1.823498000000e-10;-1.823919000000e-10;-1.825605000000e-10;-1.929692000000e-10
