LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A,Wavelength_nm,Comment
3.1,-2.600000,-2.600000,-2.954209666667e-07,1.667139932806e-11,3,-2.954235000000e-07;-2.953994000000e-07;-2.954400000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.580000,-2.580000,-2.953429333333e-07,6.306786468205e-12,3,-2.953365000000e-07;-2.953515000000e-07;-2.953408000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.560000,-2.560000,-2.952407666667e-07,8.365139302825e-12,3,-2.952487000000e-07;-2.952292000000e-07;-2.952444000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.540000,-2.540000,-2.952189666667e-07,1.004301858120e-11,3,-2.952049000000e-07;-2.952243000000e-07;-2.952277000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.520000,-2.520000,-2.951775333333e-07,1.454128222988e-11,3,-2.951974000000e-07;-2.951722000000e-07;-2.951630000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.500000,-2.500000,-2.951543000000e-07,8.800378779731e-12,3,-2.951552000000e-07;-2.951431000000e-07;-2.951646000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.480000,-2.480000,-2.950792333333e-07,1.703571411934e-11,3,-2.950834000000e-07;-2.950566000000e-07;-2.950977000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.460000,-2.460000,-2.950701333333e-07,4.010264607492e-12,3,-2.950671000000e-07;-2.950758000000e-07;-2.950675000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.440000,-2.440000,-2.949820666667e-07,1.980409609707e-11,3,-2.949890000000e-07;-2.949551000000e-07;-2.950021000000e-07,402,RCA 929 3.09V 23 mA
3.1,-2.420000,-2.420000,-2.949302000000e-07,8.242976808569e-12,3,-2.949386000000e-07;-2.949190000000e-07;-2.949330000000e-07,402,RCA 929 3.09V 23 mA
