LED_V,V_set,V_actual,I_avg_A,I_std_A,N,Readings_A
5.0,-0.490000,-0.490000,-1.828104333333e-10,5.656438666283e-11,3,-2.091447000000e-10;-1.042279000000e-10;-2.350587000000e-10
5.0,-0.480000,-0.480000,-1.593268566667e-10,6.870318204945e-11,3,-8.809097000000e-11;-2.521661000000e-10;-1.377235000000e-10
5.0,-0.470000,-0.470000,-1.548306666667e-10,9.067960015106e-12,3,-1.435802000000e-10;-1.551256000000e-10;-1.657862000000e-10
5.0,-0.460000,-0.460000,-1.749162666667e-10,3.969787668582e-11,3,-1.824301000000e-10;-1.229770000000e-10;-2.193417000000e-10
5.0,-0.450000,-0.450000,-1.522760666667e-10,5.833402536430e-11,3,-1.214180000000e-10;-2.339631000000e-10;-1.014471000000e-10
5.0,-0.440000,-0.440000,-1.832026333333e-10,2.548377147786e-11,3,-1.955346000000e-10;-1.477096000000e-10;-2.063637000000e-10
5.0,-0.430000,-0.430000,-1.840742333333e-10,5.035444758512e-11,3,-2.202266000000e-10;-1.128651000000e-10;-2.191310000000e-10
5.0,-0.420000,-0.420000,-1.848044333333e-10,4.738007789162e-11,3,-2.231761000000e-10;-1.180474000000e-10;-2.131898000000e-10
5.0,-0.410000,-0.410000,-1.883575333333e-10,4.029235962813e-11,3,-2.073749000000e-10;-1.323304000000e-10;-2.253673000000e-10
5.0,-0.400000,-0.400000,-1.605200000000e-10,4.815986284331e-11,3,-1.097894000000e-10;-2.252409000000e-10;-1.465297000000e-10
5.0,-0.390000,-0.390000,-1.771771666667e-10,2.911187235411e-11,3,-1.945654000000e-10;-2.008016000000e-10;-1.361645000000e-10
5.0,-0.380000,-0.380000,-1.703370000000e-10,2.406588892617e-11,3,-1.782164000000e-10;-1.377235000000e-10;-1.950711000000e-10
5.0,-0.370000,-0.370000,-1.462639000000e-10,3.320881080236e-11,3,-1.247465000000e-10;-1.931749000000e-10;-1.208703000000e-10
5.0,-0.360000,-0.360000,-1.808852666667e-10,3.519563053196e-11,3,-2.185832000000e-10;-1.338894000000e-10;-1.901832000000e-10
5.0,-0.350000,-0.350000,-1.693685000000e-10,3.860624293047e-11,3,-1.917001000000e-10;-1.150560000000e-10;-2.013494000000e-10
5.0,-0.340000,-0.340000,-1.584549000000e-10,2.437427285986e-11,3,-1.730336000000e-10;-1.241146000000e-10;-1.782165000000e-10
5.0,-0.330000,-0.330000,-1.540873666667e-10,4.769893186018e-11,3,-1.081883000000e-10;-2.198474000000e-10;-1.342264000000e-10
5.0,-0.320000,-0.320000,-1.506741000000e-10,3.832374993056e-11,3,-1.383976000000e-10;-2.025292000000e-10;-1.110955000000e-10
5.0,-0.310000,-0.310000,-1.671626666667e-10,2.062968409232e-11,3,-1.755197000000e-10;-1.387768000000e-10;-1.871915000000e-10
5.0,-0.300000,-0.300000,-1.287086133333e-10,4.701575105338e-11,3,-9.757085000000e-11;-1.951553000000e-10;-9.339969000000e-11
5.0,-0.290000,-0.290000,-1.777961000000e-10,5.047600347142e-11,3,-2.096503000000e-10;-1.065452000000e-10;-2.171928000000e-10
5.0,-0.280000,-0.280000,-1.325850433333e-10,4.890628079411e-11,3,-9.655969000000e-11;-2.017286000000e-10;-9.946684000000e-11
5.0,-0.270000,-0.270000,-1.340727966667e-10,3.066948136045e-11,3,-1.477517000000e-10;-1.628787000000e-10;-9.158799000000e-11
5.0,-0.260000,-0.260000,-1.527821600000e-10,6.171093974927e-11,3,-1.844526000000e-10;-6.651898000000e-11;-2.073749000000e-10
5.0,-0.250000,-0.250000,-1.272900766667e-10,4.593061690908e-11,3,-9.087173000000e-11;-1.920794000000e-10;-9.891910000000e-11
5.0,-0.240000,-0.240000,-1.428238733333e-10,5.333323272372e-11,3,-1.828093000000e-10;-6.744592000000e-11;-1.782164000000e-10
5.0,-0.230000,-0.230000,-1.097202366667e-10,4.752096365855e-11,3,-7.300743000000e-11;-1.768259000000e-10;-7.932738000000e-11
5.0,-0.220000,-0.220000,-1.603378766667e-10,4.762407358597e-11,3,-1.921636000000e-10;-9.302053000000e-11;-1.958295000000e-10
5.0,-0.210000,-0.210000,-1.374437433333e-10,3.350576479524e-11,3,-1.485102000000e-10;-9.200933000000e-11;-1.718117000000e-10
5.0,-0.200000,-0.200000,-1.035688566667e-10,5.189041217254e-11,3,-6.660328000000e-11;-1.769523000000e-10;-6.715099000000e-11
5.0,-0.190000,-0.190000,-1.457033266667e-10,5.873512795990e-11,3,-1.927535000000e-10;-6.289558000000e-11;-1.814609000000e-10
5.0,-0.180000,-0.180000,-1.243822100000e-10,3.538306213867e-11,3,-1.228084000000e-10;-1.684829000000e-10;-8.185533000000e-11
5.0,-0.170000,-0.170000,-9.668606333333e-11,3.009124631939e-11,3,-7.709429000000e-11;-1.391981000000e-10;-7.376580000000e-11
5.0,-0.160000,-0.160000,-9.897577666667e-11,4.562183061080e-11,3,-4.477846000000e-11;-1.563897000000e-10;-9.575917000000e-11
5.0,-0.150000,-0.150000,-8.561919000000e-11,3.809726176016e-11,3,-5.033996000000e-11;-1.385240000000e-10;-6.799361000000e-11
5.0,-0.140000,-0.140000,-1.087086466667e-10,5.469226976899e-11,3,-1.640585000000e-10;-3.424524000000e-11;-1.278222000000e-10
5.0,-0.130000,-0.130000,-7.074671000000e-11,5.957566996075e-11,3,-2.088914000000e-11;-1.544935000000e-10;-3.685749000000e-11
5.0,-0.120000,-0.120000,-9.719168333333e-11,1.383090977704e-11,3,-1.075142000000e-10;-7.764205000000e-11;-1.064188000000e-10
5.0,-0.110000,-0.110000,-1.019949733333e-10,4.554540064996e-11,3,-1.198591000000e-10;-3.946972000000e-11;-1.466561000000e-10
5.0,-0.100000,-0.100000,-9.498670333333e-11,4.762155829317e-11,3,-1.390717000000e-10;-2.885221000000e-11;-1.170362000000e-10
5.0,-0.090000,-0.090000,-3.156276000000e-11,5.220834092780e-11,3,-1.511692000000e-11;-1.021212000000e-10;2.254984000000e-11
5.0,-0.080000,-0.080000,-7.417311333333e-11,3.110670834703e-11,3,-9.504292000000e-11;-3.020048000000e-11;-9.727594000000e-11
5.0,-0.070000,-0.070000,-3.772824100000e-11,4.163190236763e-11,3,-2.434402000000e-11;-9.407385000000e-11;5.233147000000e-12
5.0,-0.060000,-0.060000,-5.167415006667e-11,4.116066189291e-11,3,-1.012364000000e-10;-4.546502000000e-13;-5.333140000000e-11
5.0,-0.050000,-0.050000,-3.168919700000e-11,5.175203786701e-11,3,1.416527000000e-11;-1.040172000000e-10;-5.215661000000e-12
5.0,-0.040000,-0.040000,-2.164750333333e-11,8.016342758379e-12,3,-3.154865000000e-11;-1.191487000000e-11;-2.147899000000e-11
5.0,-0.030000,-0.030000,-4.713787333333e-11,5.158258980265e-11,3,-7.351302000000e-11;2.495139000000e-11;-9.285199000000e-11
5.0,-0.020000,-0.020000,7.648830000000e-12,4.931336869030e-11,3,2.073812000000e-11;-5.821879000000e-11;6.042716000000e-11
5.0,-0.010000,-0.010000,1.170767666667e-11,4.179292681344e-11,3,4.197312000000e-11;-4.739066000000e-11;4.054057000000e-11
5.0,0.000000,0.000000,-9.181696666667e-13,3.739349906783e-11,3,-4.941305000000e-11;5.064671000000e-12;4.159387000000e-11
5.0,0.100000,0.100000,7.357281000000e-11,3.021592021892e-11,3,5.296981000000e-11;5.145302000000e-11;1.162956000000e-10
5.0,0.200000,0.200000,1.441874000000e-10,1.949108980552e-11,3,1.297779000000e-10;1.310420000000e-10;1.717423000000e-10
5.0,0.300000,0.300000,1.767279333333e-10,2.594939541394e-11,3,1.668548000000e-10;2.122741000000e-10;1.510549000000e-10
5.0,0.400000,0.400000,2.547159000000e-10,4.338303167860e-11,3,2.871861000000e-10;1.933987000000e-10;2.835629000000e-10
5.0,0.500000,0.500000,2.792090333333e-10,4.094775036998e-11,3,2.508677000000e-10;3.371136000000e-10;2.496458000000e-10
5.0,0.600000,0.600000,3.441498666667e-10,4.040277401238e-11,3,3.734321000000e-10;2.870177000000e-10;3.719998000000e-10
5.0,0.700000,0.700000,3.617473000000e-10,3.311743233777e-11,3,3.194180000000e-10;4.002705000000e-10;3.655534000000e-10
5.0,0.800000,0.800000,4.251151333333e-10,4.870201588588e-11,3,4.591305000000e-10;3.562418000000e-10;4.599731000000e-10
5.0,0.900000,0.900000,4.342860666667e-10,4.585741762008e-11,3,4.003552000000e-10;4.991146000000e-10;4.033884000000e-10
5.0,1.000000,1.000000,4.785115000000e-10,4.347743158751e-11,3,4.298482000000e-10;4.702956000000e-10;5.353907000000e-10
5.0,1.100000,1.100000,4.854353666667e-10,3.601568022083e-11,3,4.429513000000e-10;5.310089000000e-10;4.823459000000e-10
